mature_acc	terms
MIMAT0018106-1	hsa-mir-3680-1;hsa-mir-3680;hsa-mir-3680-2
MIMAT0018107-0	hsa-mir-3680-3p;hsa-mir-3680*
MIMAT0018107-2	hsa-mir-3680-1;hsa-mir-3680;hsa-mir-3680-2
MIMAT0018108-0	hsa-mir-3681-5p;hsa-mir-3681
MIMAT0018108-1	hsa-mir-3681
MIMAT0018109-0	hsa-mir-3681-3p;hsa-mir-3681*
MIMAT0018109-2	hsa-mir-3681
MIMAT0018110-0	hsa-mir-3682-3p;hsa-mir-3682
MIMAT0018110-1	hsa-mir-3682
MIMAT0018111-0	hsa-mir-3683
MIMAT0018112-0	hsa-mir-3684
MIMAT0018112-1	hsa-mir-3684
MIMAT0018113-0	hsa-mir-3685
MIMAT0018113-1	hsa-mir-3685
MIMAT0018114-0	hsa-mir-3686
MIMAT0018115-0	hsa-mir-3687
MIMAT0018115-1	hsa-mir-3687-1;hsa-mir-3687;hsa-mir-3687-2
MIMAT0018116-0	hsa-mir-3688-3p;hsa-mir-3688
MIMAT0018116-1	hsa-mir-3688-1;hsa-mir-3688;hsa-mir-3688-2
MIMAT0018117-0	hsa-mir-3689a-5p
MIMAT0018118-0	hsa-mir-3689a-3p
MIMAT0018118-1	hsa-mir-3689a
MIMAT0018119-0	hsa-mir-3690
MIMAT0018119-1	hsa-mir-3690-1;hsa-mir-3690;hsa-mir-3690-2
MIMAT0018120-0	hsa-mir-3691-5p;hsa-mir-3691
MIMAT0018120-1	hsa-mir-3691
MIMAT0018121-0	hsa-mir-3692-5p;hsa-mir-3692*
MIMAT0018121-1	hsa-mir-3692
MIMAT0018122-0	hsa-mir-3692-3p;hsa-mir-3692
MIMAT0018164-0	hsa-mir-3713
MIMAT0018165-0	hsa-mir-3714
MIMAT0018178-0	hsa-mir-3180
MIMAT0018178-1	hsa-mir-3180-4;hsa-mir-3180-5
MIMAT0018179-0	hsa-mir-3907
MIMAT0018180-0	hsa-mir-3689b-5p;hsa-mir-3689b
MIMAT0018180-1	hsa-mir-3689b
MIMAT0018181-0	hsa-mir-3689b-3p;hsa-mir-3689b*
MIMAT0018182-0	hsa-mir-3908
MIMAT0018182-1	hsa-mir-3908
MIMAT0018183-0	hsa-mir-3909
MIMAT0018183-1	hsa-mir-3909
MIMAT0018184-0	hsa-mir-3910
MIMAT0018184-1	hsa-mir-3910-1;hsa-mir-3910-2
MIMAT0018185-0	hsa-mir-3911
MIMAT0018185-1	hsa-mir-3911
MIMAT0018186-0	hsa-mir-3912-3p
MIMAT0018186-1	hsa-mir-3912
MIMAT0018187-0	hsa-mir-3913-5p;hsa-mir-3913
MIMAT0018187-1	hsa-mir-3913-1;hsa-mir-3913-2
MIMAT0018188-0	hsa-mir-3914
MIMAT0018188-1	hsa-mir-3914-1;hsa-mir-3914-2
MIMAT0018189-0	hsa-mir-3915
MIMAT0018189-1	hsa-mir-3915
MIMAT0018190-0	hsa-mir-3916
MIMAT0018190-1	hsa-mir-3916
MIMAT0018191-0	hsa-mir-3917
MIMAT0018191-1	hsa-mir-3917
MIMAT0018192-0	hsa-mir-3918
MIMAT0018192-1	hsa-mir-3918
MIMAT0018193-0	hsa-mir-3919
MIMAT0018193-1	hsa-mir-3919
MIMAT0018194-0	hsa-mir-3150b-3p;hsa-mir-3150b
MIMAT0018194-1	hsa-mir-3150b
MIMAT0018195-0	hsa-mir-3920
MIMAT0018196-0	hsa-mir-3921
MIMAT0018196-1	hsa-mir-3921
MIMAT0018197-0	hsa-mir-3922-3p;hsa-mir-3922
MIMAT0018197-1	hsa-mir-3922
MIMAT0018198-0	hsa-mir-3923
MIMAT0018198-1	hsa-mir-3923
MIMAT0018199-0	hsa-mir-3924
MIMAT0018200-0	hsa-mir-3925-5p;hsa-mir-3925
MIMAT0018200-1	hsa-mir-3925
MIMAT0018201-0	hsa-mir-3926
MIMAT0018201-1	hsa-mir-3926-1;hsa-mir-3926-2
MIMAT0018202-0	hsa-mir-3927-3p;hsa-mir-3927
MIMAT0018202-1	hsa-mir-3927
MIMAT0018203-0	hsa-mir-676-5p;hsa-mir-676*
MIMAT0018203-2	hsa-mir-676
MIMAT0018204-0	hsa-mir-676-3p;hsa-mir-676
MIMAT0018204-1	hsa-mir-676
MIMAT0018205-0	hsa-mir-3928-3p
MIMAT0018205-1	hsa-mir-3928
MIMAT0018206-0	hsa-mir-3929
MIMAT0018206-1	hsa-mir-3929
MIMAT0018349-0	hsa-mir-3934-5p;hsa-mir-3934
MIMAT0018349-1	hsa-mir-3934
MIMAT0018350-0	hsa-mir-3935
MIMAT0018351-0	hsa-mir-3936
MIMAT0018351-1	hsa-mir-3936
MIMAT0018352-0	hsa-mir-3937
MIMAT0018353-0	hsa-mir-3938
MIMAT0018353-1	hsa-mir-3938
MIMAT0018354-0	hsa-mir-548y
MIMAT0018354-1	hsa-mir-548y
MIMAT0018355-0	hsa-mir-3939
MIMAT0018355-1	hsa-mir-3939
MIMAT0018356-0	hsa-mir-3940-3p;hsa-mir-3940
MIMAT0018356-1	hsa-mir-3940
MIMAT0018357-0	hsa-mir-3941
MIMAT0018357-1	hsa-mir-3941
MIMAT0018358-0	hsa-mir-3942-5p;hsa-mir-3942
MIMAT0018358-1	hsa-mir-3942
MIMAT0018359-0	hsa-mir-3943
MIMAT0018359-1	hsa-mir-3943
MIMAT0018360-0	hsa-mir-3944-3p;hsa-mir-3944
MIMAT0018360-1	hsa-mir-3944
MIMAT0018361-0	hsa-mir-3945
MIMAT0018361-1	hsa-mir-3945
MIMAT0018443-0	hsa-mir-374c-5p;hsa-mir-374c
MIMAT0018443-1	hsa-mir-374c
MIMAT0018444-0	hsa-mir-642b-3p;hsa-mir-642b
MIMAT0018444-1	hsa-mir-642b
MIMAT0018445-0	hsa-mir-550b-3p;hsa-mir-550b
MIMAT0018445-2	hsa-mir-550b-1;hsa-mir-550b-2
MIMAT0018446-0	hsa-mir-548z
MIMAT0018446-1	hsa-mir-548z
MIMAT0018447-0	hsa-mir-548aa
MIMAT0018447-1	hsa-mir-548aa-1;hsa-mir-548aa-2
MIMAT0018925-0	hsa-mir-1268b
MIMAT0018925-1	hsa-mir-1268b
MIMAT0018926-0	hsa-mir-378d
MIMAT0018926-1	hsa-mir-378d-2;hsa-mir-378d-1
MIMAT0018927-0	hsa-mir-378e
MIMAT0018927-1	hsa-mir-378e
MIMAT0018928-0	hsa-mir-548ab
MIMAT0018928-1	hsa-mir-548ab
MIMAT0018929-0	hsa-mir-4417
MIMAT0018929-1	hsa-mir-4417
MIMAT0018930-0	hsa-mir-4418
MIMAT0018931-0	hsa-mir-4419a
MIMAT0018931-1	hsa-mir-4419a
MIMAT0018932-0	hsa-mir-378f
MIMAT0018932-1	hsa-mir-378f
MIMAT0018933-0	hsa-mir-4420
MIMAT0018933-1	hsa-mir-4420
MIMAT0018934-0	hsa-mir-4421
MIMAT0018934-1	hsa-mir-4421
MIMAT0018935-0	hsa-mir-4422
MIMAT0018935-1	hsa-mir-4422
MIMAT0018936-0	hsa-mir-4423-3p
MIMAT0018936-1	hsa-mir-4423
MIMAT0018937-0	hsa-mir-378g
MIMAT0018937-1	hsa-mir-378g
MIMAT0018938-0	hsa-mir-548ac
MIMAT0018938-1	hsa-mir-548ac
MIMAT0018939-0	hsa-mir-4424
MIMAT0018939-1	hsa-mir-4424
MIMAT0018940-0	hsa-mir-4425
MIMAT0018940-1	hsa-mir-4425
MIMAT0018941-0	hsa-mir-4426
MIMAT0018941-1	hsa-mir-4426
MIMAT0018942-0	hsa-mir-4427
MIMAT0018942-1	hsa-mir-4427
MIMAT0018943-0	hsa-mir-4428
MIMAT0018943-1	hsa-mir-4428
MIMAT0018944-0	hsa-mir-4429
MIMAT0018944-1	hsa-mir-4429
MIMAT0018945-0	hsa-mir-4430
MIMAT0018945-1	hsa-mir-4430
MIMAT0018946-0	hsa-mir-548ad-3p;hsa-mir-548ad
MIMAT0018947-0	hsa-mir-4431
MIMAT0018947-1	hsa-mir-4431
MIMAT0018948-0	hsa-mir-4432
MIMAT0018948-1	hsa-mir-4432
MIMAT0018949-0	hsa-mir-4433a-3p;hsa-mir-4433-3p
MIMAT0018949-1	hsa-mir-4433a;hsa-mir-4433
MIMAT0018950-0	hsa-mir-4434
MIMAT0018950-1	hsa-mir-4434
MIMAT0018951-0	hsa-mir-4435
MIMAT0018951-1	hsa-mir-4435-1;hsa-mir-4435-2
MIMAT0018952-0	hsa-mir-4436a
MIMAT0018952-1	hsa-mir-4436a
MIMAT0018953-0	hsa-mir-4437
MIMAT0018953-1	hsa-mir-4437
MIMAT0018954-0	hsa-mir-548ae-3p;hsa-mir-548ae
MIMAT0018954-1	hsa-mir-548ae-1
MIMAT0018954-2	hsa-mir-548ae-2
MIMAT0018956-0	hsa-mir-4438
MIMAT0018956-1	hsa-mir-4438
MIMAT0018957-0	hsa-mir-4439
MIMAT0018958-0	hsa-mir-4440
MIMAT0018958-1	hsa-mir-4440
MIMAT0018959-0	hsa-mir-4441
MIMAT0018960-0	hsa-mir-4442
MIMAT0018960-1	hsa-mir-4442
MIMAT0018961-0	hsa-mir-4443
MIMAT0018961-1	hsa-mir-4443
MIMAT0018962-0	hsa-mir-4444
MIMAT0018962-1	hsa-mir-4444-1;hsa-mir-4444;hsa-mir-4444-2
MIMAT0018963-0	hsa-mir-4445-5p;hsa-mir-4445
MIMAT0018964-0	hsa-mir-4445-3p;hsa-mir-4445*
MIMAT0018965-0	hsa-mir-4446-3p
MIMAT0018965-1	hsa-mir-4446
MIMAT0018966-0	hsa-mir-4447
MIMAT0018967-0	hsa-mir-4448
MIMAT0018967-1	hsa-mir-4448
MIMAT0018968-0	hsa-mir-4449
MIMAT0018968-1	hsa-mir-4449
MIMAT0018969-0	hsa-mir-548ag
MIMAT0018969-1	hsa-mir-548ag-1;hsa-mir-548ag-2
MIMAT0018971-0	hsa-mir-4450
MIMAT0018971-1	hsa-mir-4450
MIMAT0018972-0	hsa-mir-548ah-5p;hsa-mir-548ah
MIMAT0018973-0	hsa-mir-4451
MIMAT0018973-1	hsa-mir-4451
MIMAT0018974-0	hsa-mir-4452
MIMAT0018974-1	hsa-mir-4452
MIMAT0018975-0	hsa-mir-4453
MIMAT0018975-1	hsa-mir-4453
MIMAT0018976-0	hsa-mir-4454
MIMAT0018976-1	hsa-mir-4454
MIMAT0018977-0	hsa-mir-4455
MIMAT0018978-0	hsa-mir-4456
MIMAT0018979-0	hsa-mir-4457
MIMAT0018979-1	hsa-mir-4457
MIMAT0018980-0	hsa-mir-4458
MIMAT0018980-1	hsa-mir-4458
MIMAT0018981-0	hsa-mir-4459
MIMAT0018981-1	hsa-mir-4459
MIMAT0018982-0	hsa-mir-4460
MIMAT0018982-1	hsa-mir-4460
MIMAT0018983-0	hsa-mir-4461
MIMAT0018983-1	hsa-mir-4461
MIMAT0018984-0	hsa-mir-378h
MIMAT0018984-1	hsa-mir-378h
MIMAT0018985-0	hsa-mir-3135b
MIMAT0018985-1	hsa-mir-3135b
MIMAT0018986-0	hsa-mir-4462
MIMAT0018987-0	hsa-mir-4463
MIMAT0018987-1	hsa-mir-4463
MIMAT0018988-0	hsa-mir-4464
MIMAT0018988-1	hsa-mir-4464
MIMAT0018989-0	hsa-mir-548ai
MIMAT0018989-1	hsa-mir-548ai
MIMAT0018990-0	hsa-mir-548aj-3p;hsa-mir-548aj
MIMAT0018990-1	hsa-mir-548aj-1
MIMAT0018990-2	hsa-mir-548aj-2
MIMAT0018992-0	hsa-mir-4465
MIMAT0018993-0	hsa-mir-4466
MIMAT0018993-1	hsa-mir-4466
MIMAT0018994-0	hsa-mir-4467
MIMAT0018994-1	hsa-mir-4467
MIMAT0018995-0	hsa-mir-4468
MIMAT0018995-1	hsa-mir-4468
MIMAT0018996-0	hsa-mir-4469
MIMAT0018996-1	hsa-mir-4469
MIMAT0018997-0	hsa-mir-4470
MIMAT0018997-1	hsa-mir-4470
MIMAT0018998-0	hsa-mir-4471
MIMAT0018998-1	hsa-mir-4471
MIMAT0018999-0	hsa-mir-4472
MIMAT0018999-1	hsa-mir-4472-1;hsa-mir-4472-2
MIMAT0019000-0	hsa-mir-4473
MIMAT0019000-1	hsa-mir-4473
MIMAT0019001-0	hsa-mir-4474-3p
MIMAT0019002-0	hsa-mir-4475
MIMAT0019002-1	hsa-mir-4475
MIMAT0019003-0	hsa-mir-4476
MIMAT0019003-1	hsa-mir-4476
MIMAT0019004-0	hsa-mir-4477a
MIMAT0019004-1	hsa-mir-4477a
MIMAT0019005-0	hsa-mir-4477b
MIMAT0019005-1	hsa-mir-4477b
MIMAT0019006-0	hsa-mir-4478
MIMAT0019006-1	hsa-mir-4478
MIMAT0019007-0	hsa-mir-3689c
MIMAT0019008-0	hsa-mir-3689d
MIMAT0019009-0	hsa-mir-3689e
MIMAT0019009-1	hsa-mir-3689e
MIMAT0019010-0	hsa-mir-3689f
MIMAT0019010-1	hsa-mir-3689f
MIMAT0019011-0	hsa-mir-4479
MIMAT0019011-1	hsa-mir-4479
MIMAT0019012-0	hsa-mir-3155b
MIMAT0019012-1	hsa-mir-3155b
MIMAT0019013-0	hsa-mir-548ak
MIMAT0019013-1	hsa-mir-548ak
MIMAT0019014-0	hsa-mir-4480
MIMAT0019015-0	hsa-mir-4481
MIMAT0019016-0	hsa-mir-4482-5p;hsa-mir-4482
MIMAT0019017-0	hsa-mir-4483
MIMAT0019018-0	hsa-mir-4484
MIMAT0019018-1	hsa-mir-4484
MIMAT0019019-0	hsa-mir-4485-3p;hsa-mir-4485
MIMAT0019019-1	hsa-mir-4485
MIMAT0019020-0	hsa-mir-4486
MIMAT0019020-1	hsa-mir-4486
MIMAT0019021-0	hsa-mir-4487
MIMAT0019021-1	hsa-mir-4487
MIMAT0019022-0	hsa-mir-4488
MIMAT0019022-1	hsa-mir-4488
MIMAT0019023-0	hsa-mir-4489
MIMAT0019023-1	hsa-mir-4489
MIMAT0019024-0	hsa-mir-548al
MIMAT0019024-1	hsa-mir-548al
MIMAT0019025-0	hsa-mir-4490
MIMAT0019026-0	hsa-mir-4491
MIMAT0019026-1	hsa-mir-4491
MIMAT0019027-0	hsa-mir-4492
MIMAT0019027-1	hsa-mir-4492
MIMAT0019028-0	hsa-mir-4493
MIMAT0019029-0	hsa-mir-4494
MIMAT0019029-1	hsa-mir-4494
MIMAT0019030-0	hsa-mir-4495
MIMAT0019031-0	hsa-mir-4496
MIMAT0019031-1	hsa-mir-4496
MIMAT0019032-0	hsa-mir-4497
MIMAT0019032-1	hsa-mir-4497
MIMAT0019033-0	hsa-mir-4498
MIMAT0019033-1	hsa-mir-4498
MIMAT0019034-0	hsa-mir-4419b
MIMAT0019034-1	hsa-mir-4419b
MIMAT0019035-0	hsa-mir-4499
MIMAT0019035-1	hsa-mir-4499
MIMAT0019036-0	hsa-mir-4500
MIMAT0019036-1	hsa-mir-4500
MIMAT0019037-0	hsa-mir-4501
MIMAT0019037-1	hsa-mir-4501
MIMAT0019038-0	hsa-mir-4502
MIMAT0019038-1	hsa-mir-4502
MIMAT0019039-0	hsa-mir-4503
MIMAT0019040-0	hsa-mir-4504
MIMAT0019040-1	hsa-mir-4504
MIMAT0019041-0	hsa-mir-4505
MIMAT0019041-1	hsa-mir-4505
MIMAT0019042-0	hsa-mir-4506
MIMAT0019042-1	hsa-mir-4506
MIMAT0019043-0	hsa-mir-2392
MIMAT0019043-1	hsa-mir-2392
MIMAT0019044-0	hsa-mir-4507
MIMAT0019044-1	hsa-mir-4507
MIMAT0019045-0	hsa-mir-4508
MIMAT0019045-1	hsa-mir-4508
MIMAT0019046-0	hsa-mir-4509
MIMAT0019047-0	hsa-mir-4510
MIMAT0019047-1	hsa-mir-4510
MIMAT0019048-0	hsa-mir-4511
MIMAT0019048-1	hsa-mir-4511
MIMAT0019049-0	hsa-mir-4512
MIMAT0019049-1	hsa-mir-4512
MIMAT0019050-0	hsa-mir-4513
MIMAT0019051-0	hsa-mir-4514
MIMAT0019052-0	hsa-mir-4515
MIMAT0019052-1	hsa-mir-4515
MIMAT0019053-0	hsa-mir-4516
MIMAT0019053-1	hsa-mir-4516
MIMAT0019054-0	hsa-mir-4517
MIMAT0019054-1	hsa-mir-4517
MIMAT0019055-0	hsa-mir-4518
MIMAT0019055-1	hsa-mir-4518
MIMAT0019056-0	hsa-mir-4519
MIMAT0019056-1	hsa-mir-4519
MIMAT0019057-0	hsa-mir-4520-3p;hsa-mir-4520a-3p
MIMAT0019057-1	hsa-mir-4520-1;hsa-mir-4520a
MIMAT0019058-0	hsa-mir-4521
MIMAT0019058-1	hsa-mir-4521
MIMAT0019059-0	hsa-mir-1269b
MIMAT0019059-1	hsa-mir-1269b
MIMAT0019060-0	hsa-mir-4522
MIMAT0019060-1	hsa-mir-4522
MIMAT0019061-0	hsa-mir-4523
MIMAT0019061-1	hsa-mir-4523
MIMAT0019062-0	hsa-mir-4524a-5p;hsa-mir-4524
MIMAT0019062-2	hsa-mir-4524a;hsa-mir-4524
MIMAT0019063-0	hsa-mir-4524a-3p;hsa-mir-4524*
MIMAT0019063-1	hsa-mir-4524a;hsa-mir-4524
MIMAT0019064-0	hsa-mir-4525
MIMAT0019064-1	hsa-mir-4525
MIMAT0019065-0	hsa-mir-4526
MIMAT0019065-1	hsa-mir-4526
MIMAT0019066-0	hsa-mir-4527
MIMAT0019067-0	hsa-mir-4528
MIMAT0019068-0	hsa-mir-4529-3p
MIMAT0019068-1	hsa-mir-4529
MIMAT0019069-0	hsa-mir-4530
MIMAT0019069-1	hsa-mir-4530
MIMAT0019070-0	hsa-mir-4531
MIMAT0019071-0	hsa-mir-4532
MIMAT0019071-1	hsa-mir-4532
MIMAT0019072-0	hsa-mir-4533
MIMAT0019072-1	hsa-mir-4533
MIMAT0019073-0	hsa-mir-4534
MIMAT0019074-0	hsa-mir-378i
MIMAT0019074-1	hsa-mir-378i
MIMAT0019075-0	hsa-mir-4535
MIMAT0019076-0	hsa-mir-548am-3p;hsa-mir-548am
MIMAT0019076-2	hsa-mir-548am
MIMAT0019077-0	hsa-mir-1587
MIMAT0019077-1	hsa-mir-1587
MIMAT0019078-0	hsa-mir-4536-5p;hsa-mir-4536
MIMAT0019078-1	hsa-mir-4536-1;hsa-mir-4536;hsa-mir-4536-2
MIMAT0019079-0	hsa-mir-548an
MIMAT0019079-1	hsa-mir-548an
MIMAT0019080-0	hsa-mir-4537
MIMAT0019080-1	hsa-mir-4537
MIMAT0019081-0	hsa-mir-4538
MIMAT0019082-0	hsa-mir-4539
MIMAT0019082-1	hsa-mir-4539
MIMAT0019083-0	hsa-mir-4540
MIMAT0019197-0	hsa-mir-3117-5p
MIMAT0019198-0	hsa-mir-3120-5p
MIMAT0019199-0	hsa-mir-3121-5p
MIMAT0019200-0	hsa-mir-3124-3p
MIMAT0019200-2	hsa-mir-3124
MIMAT0019201-0	hsa-mir-3127-3p
MIMAT0019201-2	hsa-mir-3127
MIMAT0019202-0	hsa-mir-3129-3p
MIMAT0019202-2	hsa-mir-3129
MIMAT0019203-0	hsa-mir-3136-3p
MIMAT0019203-2	hsa-mir-3136
MIMAT0019204-0	hsa-mir-3140-5p
MIMAT0019204-2	hsa-mir-3140
MIMAT0019205-0	hsa-mir-3145-5p
MIMAT0019205-2	hsa-mir-3145
MIMAT0019206-0	hsa-mir-3150a-5p
MIMAT0019206-2	hsa-mir-3150a;hsa-mir-3150
MIMAT0019207-0	hsa-mir-3152-5p
MIMAT0019207-2	hsa-mir-3152
MIMAT0019208-0	hsa-mir-3074-5p
MIMAT0019208-1	hsa-mir-3074
MIMAT0019209-0	hsa-mir-3156-3p
MIMAT0019210-0	hsa-mir-3157-3p
MIMAT0019210-2	hsa-mir-3157
MIMAT0019211-0	hsa-mir-3158-5p
MIMAT0019211-2	hsa-mir-3158-1;hsa-mir-3158-2
MIMAT0019212-0	hsa-mir-3160-5p
MIMAT0019213-0	hsa-mir-3162-3p
MIMAT0019214-0	hsa-mir-3173-5p
MIMAT0019214-2	hsa-mir-3173
MIMAT0019215-0	hsa-mir-3177-5p
MIMAT0019215-2	hsa-mir-3177
MIMAT0019216-0	hsa-mir-3187-5p
MIMAT0019216-2	hsa-mir-3187
MIMAT0019217-0	hsa-mir-3189-5p
MIMAT0019217-2	hsa-mir-3189
MIMAT0019218-0	hsa-mir-3194-3p
MIMAT0019218-2	hsa-mir-3194
MIMAT0019219-0	hsa-mir-3619-3p
MIMAT0019220-0	hsa-mir-3664-3p
MIMAT0019220-1	hsa-mir-3664
MIMAT0019221-0	hsa-mir-3677-5p
MIMAT0019221-2	hsa-mir-3677
MIMAT0019222-0	hsa-mir-3682-5p
MIMAT0019222-2	hsa-mir-3682
MIMAT0019223-0	hsa-mir-3688-5p
MIMAT0019224-0	hsa-mir-3691-3p
MIMAT0019224-2	hsa-mir-3691
MIMAT0019225-0	hsa-mir-3913-3p
MIMAT0019225-2	hsa-mir-3913-1;hsa-mir-3913-2
MIMAT0019226-0	hsa-mir-3150b-5p
MIMAT0019226-2	hsa-mir-3150b
MIMAT0019227-0	hsa-mir-3922-5p
MIMAT0019227-2	hsa-mir-3922
MIMAT0019228-0	hsa-mir-3925-3p
MIMAT0019229-0	hsa-mir-3940-5p
MIMAT0019229-2	hsa-mir-3940
MIMAT0019230-0	hsa-mir-3942-3p
MIMAT0019231-0	hsa-mir-3944-5p
MIMAT0019231-2	hsa-mir-3944
MIMAT0019232-0	hsa-mir-4423-5p
MIMAT0019232-2	hsa-mir-4423
MIMAT0019233-0	hsa-mir-4446-5p
MIMAT0019233-2	hsa-mir-4446
MIMAT0019234-0	hsa-mir-4474-5p
MIMAT0019235-0	hsa-mir-4520-5p;hsa-mir-4520a-5p
MIMAT0019235-2	hsa-mir-4520-1;hsa-mir-4520a;hsa-mir-4520-2;hsa-mir-4520b
MIMAT0019236-0	hsa-mir-4529-5p
MIMAT0019337-0	hsa-mir-3960
MIMAT0019337-1	hsa-mir-3960
MIMAT0019357-0	hsa-mir-3972
MIMAT0019358-0	hsa-mir-3973
MIMAT0019359-0	hsa-mir-3974
MIMAT0019360-0	hsa-mir-3975
MIMAT0019361-0	hsa-mir-3976
MIMAT0019362-0	hsa-mir-3977
MIMAT0019363-0	hsa-mir-3978
MIMAT0019688-0	hsa-mir-4632-3p;hsa-mir-4632
MIMAT0019688-2	hsa-mir-4632
MIMAT0019689-0	hsa-mir-4633-5p
MIMAT0019690-0	hsa-mir-4633-3p
MIMAT0019690-1	hsa-mir-4633
MIMAT0019691-0	hsa-mir-4634
MIMAT0019691-1	hsa-mir-4634
MIMAT0019692-0	hsa-mir-4635
MIMAT0019692-1	hsa-mir-4635
MIMAT0019693-0	hsa-mir-4636
MIMAT0019693-1	hsa-mir-4636
MIMAT0019694-0	hsa-mir-4637
MIMAT0019694-1	hsa-mir-4637
MIMAT0019695-0	hsa-mir-4638-5p
MIMAT0019695-2	hsa-mir-4638
MIMAT0019696-0	hsa-mir-4638-3p
MIMAT0019696-1	hsa-mir-4638
MIMAT0019697-0	hsa-mir-4639-5p
MIMAT0019697-1	hsa-mir-4639
MIMAT0019698-0	hsa-mir-4639-3p
MIMAT0019699-0	hsa-mir-4640-5p
MIMAT0019699-1	hsa-mir-4640
MIMAT0019700-0	hsa-mir-4640-3p
MIMAT0019700-2	hsa-mir-4640
MIMAT0019701-0	hsa-mir-4641
MIMAT0019701-1	hsa-mir-4641
MIMAT0019702-0	hsa-mir-4642
MIMAT0019702-1	hsa-mir-4642
MIMAT0019703-0	hsa-mir-4643
MIMAT0019704-0	hsa-mir-4644
MIMAT0019704-1	hsa-mir-4644
MIMAT0019705-0	hsa-mir-4645-5p
MIMAT0019705-2	hsa-mir-4645
MIMAT0019706-0	hsa-mir-4645-3p
MIMAT0019706-1	hsa-mir-4645
MIMAT0019707-0	hsa-mir-4646-5p
MIMAT0019707-1	hsa-mir-4646
MIMAT0019708-0	hsa-mir-4646-3p
MIMAT0019708-2	hsa-mir-4646
MIMAT0019709-0	hsa-mir-4647
MIMAT0019709-1	hsa-mir-4647
MIMAT0019710-0	hsa-mir-4648
MIMAT0019710-1	hsa-mir-4648
MIMAT0019711-0	hsa-mir-4649-5p
MIMAT0019711-1	hsa-mir-4649
MIMAT0019712-0	hsa-mir-4649-3p
MIMAT0019712-2	hsa-mir-4649
MIMAT0019713-0	hsa-mir-4650-5p
MIMAT0019714-0	hsa-mir-4650-3p
MIMAT0019715-0	hsa-mir-4651
MIMAT0019715-1	hsa-mir-4651
MIMAT0019716-0	hsa-mir-4652-5p
MIMAT0019717-0	hsa-mir-4652-3p
MIMAT0019718-0	hsa-mir-4653-5p
MIMAT0019719-0	hsa-mir-4653-3p
MIMAT0019719-1	hsa-mir-4653
MIMAT0019720-0	hsa-mir-4654
MIMAT0019720-1	hsa-mir-4654
MIMAT0019721-0	hsa-mir-4655-5p
MIMAT0019721-1	hsa-mir-4655
MIMAT0019722-0	hsa-mir-4655-3p
MIMAT0019723-0	hsa-mir-4656
MIMAT0019724-0	hsa-mir-4657
MIMAT0019724-1	hsa-mir-4657
MIMAT0019725-0	hsa-mir-4658
MIMAT0019725-1	hsa-mir-4658
MIMAT0019726-0	hsa-mir-4659a-5p
MIMAT0019726-2	hsa-mir-4659a
MIMAT0019727-0	hsa-mir-4659a-3p
MIMAT0019727-1	hsa-mir-4659a
MIMAT0019728-0	hsa-mir-4660
MIMAT0019728-1	hsa-mir-4660
MIMAT0019729-0	hsa-mir-4661-5p
MIMAT0019729-1	hsa-mir-4661
MIMAT0019730-0	hsa-mir-4661-3p
MIMAT0019730-2	hsa-mir-4661
MIMAT0019731-0	hsa-mir-4662a-5p
MIMAT0019731-1	hsa-mir-4662a
MIMAT0019732-0	hsa-mir-4662a-3p
MIMAT0019732-2	hsa-mir-4662a
MIMAT0019733-0	hsa-mir-4659b-5p
MIMAT0019733-2	hsa-mir-4659b
MIMAT0019734-0	hsa-mir-4659b-3p
MIMAT0019734-2	hsa-mir-4659b
MIMAT0019735-0	hsa-mir-4663
MIMAT0019736-0	hsa-mir-4662b
MIMAT0019736-1	hsa-mir-4662b
MIMAT0019737-0	hsa-mir-4664-5p
MIMAT0019737-1	hsa-mir-4664
MIMAT0019738-0	hsa-mir-4664-3p
MIMAT0019739-0	hsa-mir-4665-5p
MIMAT0019739-1	hsa-mir-4665
MIMAT0019740-0	hsa-mir-4665-3p
MIMAT0019741-0	hsa-mir-4666a-5p;hsa-mir-4666-5p
MIMAT0019742-0	hsa-mir-4666a-3p;hsa-mir-4666-3p
MIMAT0019742-1	hsa-mir-4666a;hsa-mir-4666
MIMAT0019743-0	hsa-mir-4667-5p
MIMAT0019743-1	hsa-mir-4667
MIMAT0019744-0	hsa-mir-4667-3p
MIMAT0019745-0	hsa-mir-4668-5p
MIMAT0019745-1	hsa-mir-4668
MIMAT0019746-0	hsa-mir-4668-3p
MIMAT0019746-2	hsa-mir-4668
MIMAT0019747-0	hsa-mir-219b-5p
MIMAT0019747-2	hsa-mir-219b
MIMAT0019748-0	hsa-mir-219b-3p
MIMAT0019748-1	hsa-mir-219b
MIMAT0019749-0	hsa-mir-4669
MIMAT0019749-1	hsa-mir-4669
MIMAT0019750-0	hsa-mir-4670-5p
MIMAT0019750-1	hsa-mir-4670
MIMAT0019751-0	hsa-mir-4670-3p
MIMAT0019751-2	hsa-mir-4670
MIMAT0019752-0	hsa-mir-4671-5p
MIMAT0019753-0	hsa-mir-4671-3p
MIMAT0019754-0	hsa-mir-4672
MIMAT0019754-1	hsa-mir-4672
MIMAT0019755-0	hsa-mir-4673
MIMAT0019755-1	hsa-mir-4673
MIMAT0019756-0	hsa-mir-4674
MIMAT0019756-1	hsa-mir-4674
MIMAT0019757-0	hsa-mir-4675
MIMAT0019758-0	hsa-mir-4676-5p
